LabelName,DisplayName,Top1Name,Top1Cosine,Top2Name,Top2Cosine,Top3Name,Top3Cosine,Top4Name,Top4Cosine,Top5Name,Top5Cosine
/m/0_cp5,Oyster,Lobster,0.7183272838592529,Otter,0.7035731077194214,Hamster,0.649626612663269,Toaster,0.6426243185997009,Shrimp,0.5882644653320312
/m/0_dqb,Chisel,Chime,0.5892739295959473,Cheese,0.5005806088447571,Pretzel,0.49817413091659546,Whisk,0.48808708786964417,Scissors,0.4866800904273987
/m/0_k2,Ant,Cat,0.658929169178009,Tent,0.6159708499908447,Antelope,0.5943697094917297,Panda,0.5743135809898376,Monkey,0.5699348449707031
/m/01_5g,Chopsticks,Lipstick,0.6621546745300293,Shorts,0.6182794570922852,Cupboard,0.5964862704277039,Woodpecker,0.5916433930397034,Whisk,0.5894169807434082
/m/011k07,Tortoise,Tomato,0.6231676340103149,Porcupine,0.6199867725372314,Cake,0.6021909713745117,Torch,0.5911571383476257,Tart,0.5898478031158447
/m/012074,Magpie,Maple,0.5940868258476257,Monkey,0.5537570714950562,Scorpion,0.5523101091384888,Mouse,0.5468156337738037,Pig,0.5410500168800354
/m/0120dh,Sea turtle,Sea lion,0.7748106122016907,Seahorse,0.6579095721244812,Whale,0.5891141295433044,Turkey,0.5705609321594238,Harbor seal,0.5680081844329834
/m/01226z,Football,Football helmet,0.670170783996582,Rugby ball,0.663263738155365,Television,0.6453180313110352,Scoreboard,0.631644606590271,Cricket ball,0.626019299030304
/m/012n7d,Ambulance,Limousine,0.6404281258583069,Helicopter,0.6216238141059875,Truck,0.6182693839073181,Bus,0.6129052639007568,Alarm clock,0.5924619436264038
/m/012w5l,Ladder,Stairs,0.7240875363349915,Lantern,0.6857773661613464,Ladle,0.6783024668693542,Lizard,0.6760061979293823,Paddle,0.650242269039154
/m/012xff,Toothbrush,Cutting board,0.6579540371894836,Human mouth,0.6562716960906982,Bathtub,0.6485976576805115,Kitchen knife,0.6476759910583496,Wrench,0.6436346769332886
/m/012ysf,Syringe,Earring,0.6873606443405151,Rifle,0.6267262697219849,Missile,0.6000537872314453,Knife,0.5810292959213257,Sparrow,0.5796893835067749
/m/0130jx,Sink,Shark,0.6522372961044312,Tick,0.6251165270805359,Skunk,0.6235276460647583,Swimwear,0.5882419347763062,Sock,0.584845781326294
/m/013y1f,Organ (Musical Instrument),Violin,0.6286110281944275,Piano,0.6000253558158875,Saxophone,0.5864595174789429,Cello,0.5831262469291687,Musical keyboard,0.5778157711029053
/m/01432t,Cassette deck,Desk,0.623248815536499,Wine rack,0.5930741429328918,Trumpet,0.5899491310119629,Chest of drawers,0.5759562253952026,Jacket,0.5750486850738525
/m/014j1m,Apple,Ipod,0.714795708656311,Pineapple,0.6748523712158203,Headphones,0.6164174675941467,Laptop,0.5879819989204407,Mobile phone,0.5858311653137207
/m/014sv8,Human eye,Human face,0.8611117601394653,Human head,0.8124304413795471,Human ear,0.7957192659378052,Human hand,0.7937971949577332,Human mouth,0.7870151400566101
/m/014y4n,Paddle,Ladder,0.650242269039154,Canoe,0.6436365842819214,Swimming pool,0.6339275240898132,Ladle,0.6248573064804077,Parachute,0.6189368963241577
/m/0152hh,Snowman,Snowmobile,0.7003628611564636,Snowboard,0.6020433902740479,Snowplow,0.5980891585350037,Man,0.571346640586853,Ski,0.5574343204498291
/m/01599,Beer,Bee,0.6808227300643921,Bread,0.6439713835716248,Tea,0.6382128000259399,Barrel,0.6306818723678589,Bagel,0.6182059049606323
/m/015h_t,Beard,Lizard,0.6565685272216797,Human hair,0.649014949798584,Band-aid,0.6308233737945557,Ladder,0.6083459258079529,Bread,0.6077142357826233
/m/015qbp,Parking meter,Stop sign,0.6133956909179688,Measuring cup,0.5945456027984619,Traffic light,0.585202157497406,Computer monitor,0.5841175317764282,Street light,0.5823966264724731
/m/015qff,Traffic light,Street light,0.8401845693588257,Light switch,0.7314752340316772,Light bulb,0.7190295457839966,Stop sign,0.6970345973968506,Flashlight,0.6574708819389343
/m/015wgc,Croissant,French fries,0.5828832983970642,Muffin,0.5521323084831238,Tortoise,0.5501857995986938,Bread,0.549390435218811,Chair,0.5443462133407593
/m/015x4r,Cucumber,Cabbage,0.6687799096107483,Saucer,0.6413499712944031,Mushroom,0.6351016759872437,Tomato,0.6350640058517456,Pumpkin,0.6268898248672485
/m/015x5n,Radish,Porch,0.5825583934783936,Salad,0.5806646347045898,Wrench,0.5743633508682251,Shrimp,0.5665457844734192,Toothbrush,0.5612144470214844
/m/0162_1,Towel,Paper towel,0.8845781683921814,Toilet paper,0.6564530730247498,Toilet,0.6447516679763794,Toothbrush,0.6412153244018555,Bathtub,0.5942954421043396
/m/0167gd,Doll,Girl,0.6655110120773315,Dog,0.64084392786026,Dress,0.6024502515792847,Duck,0.6000397205352783,Woman,0.5990229249000549
/m/016m2d,Skull,Sword,0.7009667754173279,Snake,0.6762771010398865,Skunk,0.6645925045013428,Squid,0.6622759103775024,Squirrel,0.6478367447853088
/m/0174k2,Washing machine,Sewing machine,0.8303818106651306,Dishwasher,0.7974498271942139,Hand dryer,0.7565156817436218,Hair dryer,0.7484984993934631,Swimming pool,0.6769407987594604
/m/0175cv,Tick,Sock,0.6697924733161926,Tire,0.6674091815948486,Tap,0.6539865732192993,Duck,0.6526015400886536,Tie,0.6481033563613892
/m/0176mf,Belt,Seat belt,0.6977989673614502,Tent,0.6494299173355103,Elephant,0.6136658191680908,Bidet,0.6094037294387817,Barrel,0.6088203191757202
/m/017ftj,Sunglasses,Glasses,0.8600726127624512,Goggles,0.8429244756698608,Headphones,0.7228364944458008,Binoculars,0.7116813063621521,Window,0.6690016984939575
/m/018j2,Banjo,Cello,0.6316832304000854,Piano,0.6270508766174316,Saxophone,0.6043557524681091,Violin,0.5815014839172363,Bench,0.5802594423294067
/m/018p4k,Cart,Golf cart,0.7359228134155273,Cat,0.6806674003601074,Carrot,0.6779401898384094,Calculator,0.6252503395080566,Kettle,0.6241434812545776
/m/01940j,Backpack,Handbag,0.699838399887085,Suitcase,0.6426011919975281,Plastic bag,0.6347311735153198,Bookcase,0.6308611035346985,Tent,0.6276674270629883
/m/019h78,Centipede,Antelope,0.5853723287582397,Treadmill,0.581630289554596,Chainsaw,0.5740403532981873,Crocodile,0.5652668476104736,Envelope,0.5633737444877625
/m/019w40,Surfboard,Snowboard,0.809689998626709,Skateboard,0.7611640691757202,Cupboard,0.7226859927177429,Scoreboard,0.6812605261802673,Swimwear,0.6578195095062256
/m/01b638,Boot,Bomb,0.601365327835083,Bottle,0.5877935886383057,Cat,0.5850387811660767,Suit,0.5800734162330627,Coat,0.5752793550491333
/m/01b7fy,Headphones,Microphone,0.8033880591392517,Earring,0.7361526489257812,Sunglasses,0.7228364944458008,Human ear,0.6924871206283569,Goggles,0.6886727809906006
/m/01b9xk,Hot dog,Dog,0.7562713027000427,Dog bed,0.6527881622314453,Chicken,0.615660548210144,High heels,0.6099848747253418,Heater,0.5963187217712402
/m/01bfm9,Shorts,Jeans,0.7031956911087036,Shirt,0.6714115142822266,Headphones,0.6648644804954529,Suit,0.6596790552139282,Microphone,0.6581060290336609
/m/01bjv,Bus,Train,0.6898168921470642,Truck,0.6379013061523438,Taxi,0.6331642270088196,Ambulance,0.6129052639007568,Limousine,0.6100157499313354
/m/01bl7v,Boy,Girl,0.6624712347984314,Man,0.6609439849853516,Dog,0.6107246279716492,Monkey,0.5978677272796631,Cookie,0.5919361114501953
/m/01bms0,Screwdriver,Scissors,0.6727318167686462,Blender,0.6542776226997375,Drill (Tool),0.6459986567497253,Grinder,0.6367643475532532,Caterpillar,0.6315664052963257
/m/01bqk0,Bicycle wheel,Wheel,0.76131272315979,Bicycle helmet,0.7461430430412292,Stationary bicycle,0.6954314708709717,Motorcycle,0.6812282800674438,Unicycle,0.6326625347137451
/m/01btn,Barge,Barrel,0.6233790516853333,Shark,0.5758853554725647,Horizontal bar,0.5557199716567993,Tower,0.5510962605476379,Paddle,0.5460338592529297
/m/01c648,Laptop,Tablet computer,0.7107290029525757,Computer monitor,0.6675856709480286,Computer keyboard,0.6619819402694702,Computer mouse,0.6551641821861267,Printer,0.6248783469200134
/m/01cmb2,Miniskirt,Shorts,0.6060037612915039,Shirt,0.6045870184898376,Swimwear,0.5844883322715759,Dress,0.5756899118423462,Unicycle,0.5615027546882629
/m/01d380,Drill (Tool),Screwdriver,0.6459986567497253,Nail (Construction),0.6102578639984131,Blender,0.5898436903953552,Drum,0.5732264518737793,Drawer,0.5568980574607849
/m/01d40f,Dress,Wardrobe,0.7471886277198792,Suit,0.7330681681632996,Shirt,0.6751983761787415,Woman,0.6708568334579468,Watch,0.663469672203064
/m/01dwsz,Waffle,Waffle iron,0.8160328269004822,Muffin,0.6125280857086182,Bagel,0.6048054695129395,Cake,0.6019689440727234,Bread,0.6003379821777344
/m/01dwwc,Pancake,Cake,0.6701856255531311,Popcorn,0.6286965608596802,Snake,0.6142666339874268,Cookie,0.6007387638092041,Monkey,0.5989401340484619
/m/01dxs,Brown bear,Polar bear,0.741139829158783,Teddy bear,0.6796544194221497,Dog,0.6241209506988525,Beer,0.5974151492118835,Lion,0.5924981832504272
/m/01dy8n,Woodpecker,Caterpillar,0.6269798874855042,Chopsticks,0.5916433930397034,Sheep,0.5669775009155273,Beaker,0.5589754581451416,Grape,0.5432881116867065
/m/01f8m5,Blue jay,Jeans,0.5469643473625183,Brown bear,0.5466302037239075,Teddy bear,0.5224329233169556,Banjo,0.5110155940055847,High heels,0.5110129117965698
/m/01f91_,Pretzel,Towel,0.5715352892875671,Potato,0.5455768704414368,Watermelon,0.5405470728874207,Tortoise,0.5394361615180969,Popcorn,0.5392280220985413
/m/01fb_0,Bagel,Hamburger,0.6402083039283752,Bread,0.6342195868492126,Beer,0.6182059049606323,Waffle,0.6048054695129395,Cabbage,0.6037157773971558
/m/01fdzj,Tower,Tiger,0.625605046749115,Ladder,0.623112678527832,Window,0.6101233959197998,Office building,0.6011853814125061,Tea,0.6002227067947388
/m/01fh4r,Teapot,Flowerpot,0.7721988558769226,Tea,0.7008139491081238,Coffee cup,0.6099929809570312,Countertop,0.5959745645523071,Heater,0.5833657383918762
/m/01g3x7,Bow and arrow,Rays and skates,0.6276851892471313,Human hand,0.6208065152168274,Cutting board,0.6084470748901367,Scissors,0.6072468757629395,Human arm,0.59776371717453
/m/01gkx_,Swimwear,Swimming pool,0.7761468887329102,Swim cap,0.7546539306640625,Bathtub,0.6630454659461975,Wardrobe,0.6614710092544556,Sunglasses,0.6593289375305176
/m/01gllr,Beehive,Bee,0.6771891713142395,Envelope,0.5703933835029602,Seahorse,0.5672348141670227,Beaker,0.5536642670631409,Cake,0.5508216023445129
/m/01gmv2,Brassiere,Croissant,0.5061472654342651,Vase,0.5012588500976562,Burrito,0.4973312020301819,Missile,0.4967179298400879,Trombone,0.49595701694488525
/m/01h3n,Bee,Beer,0.6808227300643921,Beehive,0.6771891713142395,Beaker,0.6414490342140198,Tea,0.6405981183052063,Bidet,0.6125144362449646
/m/01h44,Bat (Animal),Baseball bat,0.6868773102760315,Jaguar (Animal),0.6656027436256409,Cat,0.638487696647644,Dog,0.6261265277862549,Cat furniture,0.5895040035247803
/m/01h8tj,Starfish,Goldfish,0.7609965801239014,Jellyfish,0.7299296855926514,Shrimp,0.5891196727752686,Shark,0.5665289163589478,Oyster,0.5631101727485657
/m/01hrv5,Popcorn,Pancake,0.6286965608596802,Bread,0.6147252917289734,Hamburger,0.60313880443573,Cake,0.6012521982192993,Cookie,0.6002124547958374
/m/01j3zr,Burrito,Tomato,0.6269966959953308,Taco,0.6174285411834717,Hamburger,0.6148588061332703,Sombrero,0.5977206230163574,Chicken,0.5885364413261414
/m/01j4z9,Chainsaw,Scissors,0.6264140605926514,Knife,0.6213597059249878,Chair,0.6058174967765808,Screwdriver,0.5974571108818054,Fountain,0.5808913111686707
/m/01j51,Balloon,Bomb,0.6650712490081787,Bottle,0.6400188207626343,Fountain,0.6217990517616272,Golf ball,0.6173903942108154,Barrel,0.6069661378860474
/m/01j5ks,Wrench,Bench,0.760840892791748,Crutch,0.7193342447280884,Wheel,0.6821553111076355,Torch,0.649711549282074,Toothbrush,0.6436346769332886
/m/01j61q,Tent,Bench,0.6813908815383911,Belt,0.6494299173355103,Window,0.6311586499214172,Treadmill,0.6285881400108337,Seat belt,0.6282985210418701
/m/01jfm_,Vehicle registration plate,Stop sign,0.6032379269599915,Seat belt,0.5874675512313843,Plate,0.5869232416152954,Parking meter,0.5767709612846375,Traffic light,0.5697271823883057
/m/01jfsr,Lantern,Lamp,0.701173722743988,Ladder,0.6857773661613464,Candle,0.6774002909660339,Lighthouse,0.6600664854049683,Light switch,0.652716338634491
/m/01k6s3,Toaster,Lobster,0.6940268278121948,Heater,0.6446993350982666,Oven,0.6427470445632935,Oyster,0.6426243185997009,Taco,0.6206719875335693
/m/01kb5b,Flashlight,Light bulb,0.6664450764656067,Street light,0.6637043356895447,Traffic light,0.6574708819389343,Light switch,0.6543091535568237,Candle,0.653805136680603
/m/01knjb,Billboard,Scoreboard,0.6495866775512695,Billiard table,0.6332715153694153,Whiteboard,0.6303671598434448,Surfboard,0.6241346001625061,Barrel,0.6120977401733398
/m/01krhy,Tiara,Tire,0.6211914420127869,Tick,0.6005030870437622,Tiger,0.5877839922904968,Tea,0.5709484815597534,Earring,0.5631582140922546
/m/01lcw4,Limousine,Ambulance,0.6404281258583069,Bus,0.6100157499313354,Truck,0.6016954779624939,Tire,0.5893186330795288,Fountain,0.5779901742935181
/m/01llwg,Necklace,Earring,0.7519646883010864,Candle,0.6812878251075745,Sunglasses,0.6602020263671875,Dress,0.6556864976882935,Goggles,0.6468396186828613
/m/01lsmm,Scissors,Screwdriver,0.6727318167686462,Eraser,0.6692306399345398,Knife,0.6691216826438904,Spatula,0.6459276676177979,Sword,0.6394090056419373
/m/01lynh,Stairs,Ladder,0.7240875363349915,Treadmill,0.672942578792572,Chair,0.6673364043235779,Closet,0.6289843320846558,Jeans,0.62861567735672
/m/01m2v,Computer keyboard,Musical keyboard,0.7799400091171265,Computer mouse,0.7749903202056885,Computer monitor,0.6860818266868591,Tablet computer,0.6674073338508606,Laptop,0.6619819402694702
/m/01m4t,Printer,Paper cutter,0.7336681485176086,Mixer,0.6863060593605042,Grinder,0.662272036075592,Sewing machine,0.6610126495361328,Blender,0.6590917706489563
/m/01mzpv,Chair,Bench,0.7444857954978943,Wheelchair,0.7407619953155518,Stool,0.7312623858451843,Coffee table,0.6763343811035156,Stairs,0.6673364043235779
/m/01n4qj,Shirt,Dress,0.6751983761787415,Shorts,0.6714115142822266,Suit,0.6707838773727417,Scarf,0.6662200093269348,Jacket,0.6616379022598267
/m/01n5jq,Poster,Printer,0.645067036151886,Mixer,0.6123605966567993,Billboard,0.6115939021110535,Shower,0.6024972796440125,Drawer,0.5998005867004395
/m/01nkt,Cheese,Bread,0.6380041241645813,Chair,0.6183533072471619,Pizza,0.6153563261032104,Cake,0.6086446642875671,Jeans,0.5913122892379761
/m/01nq26,Sock,Tick,0.6697924733161926,Scarf,0.6400281190872192,Fork,0.628115713596344,Goggles,0.6267478466033936,Suit,0.6184810996055603
/m/01pns0,Fire hydrant,Fireplace,0.6364689469337463,Heater,0.6071754097938538,Humidifier,0.6005205512046814,Frying pan,0.589719295501709,Helicopter,0.5810041427612305
/m/01r546,Earring,Necklace,0.7519646883010864,Human ear,0.7491589188575745,Headphones,0.7361526489257812,Microphone,0.6876128911972046,Syringe,0.6873606443405151
/m/01rkbr,Tie,Tea,0.6561276316642761,Tick,0.6481033563613892,Tap,0.6429343819618225,Watch,0.6207932233810425,Tire,0.6185827255249023
/m/01s105,Cabinetry,Bathroom cabinet,0.6898487210273743,Filing cabinet,0.6700767874717712,Bench,0.6006971597671509,Office building,0.5939592719078064,Cart,0.5919338464736938
/m/01s55n,Suitcase,Bookcase,0.7961326837539673,Suit,0.7651219367980957,Briefcase,0.7250641584396362,Closet,0.6769591569900513,Wardrobe,0.6568570733070374
/m/01tcjp,Muffin,Waffle,0.6125280857086182,Mushroom,0.5780232548713684,Dolphin,0.571192741394043,Mule,0.5645765662193298,Cookie,0.5577059984207153
/m/01vbnl,Bidet,Bathtub,0.6913277506828308,Toilet,0.6893997192382812,Rabbit,0.6320254802703857,Bathroom cabinet,0.6291681528091431,Swimming pool,0.6244663000106812
/m/01x_v,Camel,Cream,0.579109787940979,Sheep,0.5781428217887878,Owl,0.5761427879333496,Cattle,0.5743188858032227,Maple,0.5691114068031311
/m/01x3jk,Snowmobile,Snowboard,0.7434367537498474,Snowman,0.7003628611564636,Snowplow,0.6098509430885315,Snake,0.6057535409927368,Motorcycle,0.596136212348938
/m/01xq0k1,Cattle,Sheep,0.762442946434021,Chicken,0.7165641188621521,Horse,0.7071100473403931,Egg,0.6306951642036438,Cabbage,0.6241356134414673
/m/01xqw,Cello,Violin,0.76421058177948,Piano,0.7546266913414001,Saxophone,0.7329522371292114,Guitar,0.70396488904953,Microphone,0.6754767298698425
/m/01xs3r,Jet ski,Ski,0.8200235366821289,Jacket,0.5989523530006409,Helicopter,0.59334397315979,Snowboard,0.5851553082466125,Remote control,0.5807445049285889
/m/01xygc,Coat,Goat,0.6825306415557861,Suit,0.6663345694541931,Closet,0.6618518829345703,Jacket,0.6585364937782288,Suitcase,0.6253870129585266
/m/01xyhv,Suit,Suitcase,0.7651219367980957,Dress,0.7330681681632996,Wardrobe,0.6795566082000732,Shirt,0.6707838773727417,Coat,0.6663345694541931
/m/01y9k5,Desk,Deer,0.645308256149292,Stool,0.6448282599449158,Bench,0.6411677598953247,Countertop,0.6330578327178955,Plate,0.626134991645813
/m/01yrx,Cat,Cat furniture,0.7550588846206665,Cart,0.6806674003601074,Ant,0.658929169178009,Carrot,0.6570955514907837,Bat (Animal),0.638487696647644
/m/01yx86,Bronze sculpture,Woman,0.6238493919372559,Human face,0.6104669570922852,Human head,0.6062148809432983,Human hand,0.5961384177207947,Human eye,0.5884439945220947
/m/01z1kdw,Juice,Jug,0.6809918880462646,Cake,0.5984600782394409,Saucer,0.5969361662864685,Knife,0.5965009927749634,Cheese,0.5820950269699097
/m/02_n6y,Goggles,Sunglasses,0.8429244756698608,Glasses,0.8126418590545654,Binoculars,0.7080390453338623,Headphones,0.6886727809906006,Human eye,0.6861234307289124
/m/02068x,Gondola,Train,0.6215231418609619,Treadmill,0.5920318365097046,Balloon,0.5833384394645691,Helicopter,0.5773355960845947,Segway,0.5729508996009827
/m/020kz,Cannon,Canoe,0.6294049024581909,Balloon,0.6016749143600464,Coconut,0.5797067880630493,Canary,0.5747888088226318,Handgun,0.5725076198577881
/m/020lf,Computer mouse,Mouse,0.8557825088500977,Computer keyboard,0.7749903202056885,Computer monitor,0.7691755294799805,Tablet computer,0.6777254939079285,Laptop,0.6551641821861267
/m/021mn,Cookie,Cake,0.7290720343589783,Girl,0.6324361562728882,Egg,0.6251335740089417,Box,0.6241111755371094,Mouse,0.6187545657157898
/m/021sj1,Office building,Window,0.6195420026779175,Coffee table,0.6098417639732361,Filing cabinet,0.6087268590927124,Printer,0.6059682369232178,Training bench,0.6024433374404907
/m/0220r2,Fountain,Flute,0.6819151639938354,Bottle,0.6744308471679688,Swimming pool,0.6718870997428894,Shower,0.6426908373832703,Bathtub,0.6391535997390747
/m/0242l,Coin,Cookie,0.6144150495529175,Rifle,0.6099565029144287,Cart,0.593464732170105,Pen,0.5906225442886353,Missile,0.5712494254112244
/m/024d2,Calculator,Printer,0.6526412963867188,Cart,0.6252503395080566,Mixer,0.6185206174850464,Laptop,0.6142916083335876,Heater,0.6072733998298645
/m/024g6,Cocktail,Cocktail shaker,0.7877891063690186,Bottle,0.635209858417511,Tea,0.6311156749725342,Drinking straw,0.6209425330162048,Coffee cup,0.6108384728431702
/m/02522,Computer monitor,Computer mouse,0.7691755294799805,Tablet computer,0.7131153345108032,Computer keyboard,0.6860818266868591,Laptop,0.6675856709480286,Window,0.6279577016830444
/m/025dyy,Box,Cookie,0.6241111755371094,Backpack,0.6238080859184265,Barrel,0.6122142672538757,Cart,0.611640453338623,Chicken,0.6061681509017944
/m/025fsf,Stapler,Stretcher,0.6326170563697815,Stairs,0.5987403988838196,Drawer,0.5606315732002258,Caterpillar,0.5476099848747253,Heater,0.5400325059890747
/m/025nd,Christmas tree,Palm tree,0.7696534395217896,Tree house,0.7641424536705017,Street light,0.6191993951797485,Light switch,0.6059146523475647,Human head,0.5964909791946411
/m/025rp__,Cowboy hat,Sun hat,0.7101771235466003,Human head,0.5930104851722717,Human hair,0.5897125005722046,Football helmet,0.578116774559021,Coat,0.5657902359962463
/m/0268lbt,Hiking equipment,Bowling equipment,0.6424871683120728,Bicycle helmet,0.5948868989944458,Helicopter,0.5890606641769409,Picnic basket,0.5889554023742676,Handbag,0.5842490792274475
/m/026qbn5,Studio couch,Sofa bed,0.6539697051048279,Training bench,0.650894820690155,Bench,0.6393529772758484,Chair,0.5901452302932739,Closet,0.5848395228385925
/m/026t6,Drum,Piano,0.6453408598899841,Guitar,0.6313273310661316,Flute,0.6238414645195007,Trumpet,0.621921181678772,Lamp,0.6073870658874512
/m/0271qf7,Wine rack,Wine glass,0.788843035697937,Wine,0.7466051578521729,Spice rack,0.7293455004692078,Serving tray,0.6258694529533386,Picnic basket,0.6048204898834229
/m/027pcv,Zucchini,Broccoli,0.6546589732170105,Mushroom,0.6169654130935669,Cucumber,0.6034846901893616,Jacuzzi,0.5680701732635498,Pumpkin,0.5446637868881226
